Codigo do Termo;Termo
72897082;SINUS-XL STENT
72897090;SINUS-XL STENT - 7316-8040
72897104;SINUS-XL STENT - 7316-8050
72897112;SINUS-XL STENT - 7316-8060
72897120;SINUS-XL STENT - 7316-8080
72897139;SINUS-XL STENT - 7316-8100
72897147;SINUS-XL STENT - 7318-8030
72897155;SINUS-XL STENT - 7318-8040
72897163;SINUS-XL STENT - 7318-8050
72897171;SINUS-XL STENT - 7318-8080
72897180;SINUS-XL STENT - 7320-8030
72897198;SINUS-XL STENT - 7320-8040
72897201;SINUS-XL STENT - 7320-8050
72897210;SINUS-XL STENT - 7320-8060
72897228;SINUS-XL STENT - 7320-8080
72897236;SINUS-XL STENT - 7322-8040
72897244;SINUS-XL STENT - 7322-8080
72897252;SINUS-XL STENT - 7324-8040
72897260;SINUS-XL STENT - 7324-8060
72897279;SINUS-XL STENT - 7324-8080
72897287;SINUS-XL STENT - 7326-8040
72897295;SINUS-XL STENT - 7326-8060
72897309;SINUS-XL STENT - 7326-8080
72897317;SINUS-XL STENT - 7328-8030
72897325;SINUS-XL STENT - 7328-8040
72897333;SINUS-XL STENT - 7328-8060
72897341;SINUS-XL STENT - 7328-8100
72897350;SINUS-XL STENT - 7330-8040
72897368;SINUS-XL STENT - 7330-8060
72897376;SINUS-XL STENT - 7332-8040
72897384;SINUS-XL STENT - 7332-8060
72897392;SINUS-XL STENT - 7334-8040
72897406;SINUS-XL STENT - 7334-8060
72897414;SINUS-SUPERFLEX-418
72897422;SINUS-SUPERFLEX-418 - 4 F - 135 cm Diâmetro: 3 mm
72897430;SINUS-SUPERFLEX-418 - 4 F - 135 cm Diâmetro: 4 mm
72897449;SINUS-SUPERFLEX-418 - 4 F - 135 cm Diâmetro: 5 mm
72897457;SINUS-SUPERFLEX-418 - 4 F - 135 cm Diâmetro: 6 mm
72897465;SINUS-SUPERFLEX-418 - 4 F- 85 cm Diâmetro: 3 mm
72897473;SINUS-SUPERFLEX-418 - 4 F- 85 cm Diâmetro: 4 mm
72897481;SINUS-SUPERFLEX-418 - 4 F- 85 cm Diâmetro: 5 mm
72897490;SINUS-SUPERFLEX-418 - 4 F- 85 cm Diâmetro: 6 mm
72918420;Sistema Acetabular PROCOTYL L com Inserto de Polietileno
72918438;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06202 - ACETABULAR CUP PROCOTYL L BEADED COATED S.42 GROUP A
72918446;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06204 - ACETABULAR CUP PROCOTYL L BEADED COATED S.44 GROUP B
72918454;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06206 - ACETABULAR CUP PROCOTYL L BEADED COATED S.46 GROUP C
72918462;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06208 - ACETABULAR CUP PROCOTYL L BEADED COATED S.48 GROUP C
72918470;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06210 - ACETABULAR CUP PROCOTYL L BEADED COATED S.50 GROUP D
72918489;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06212 - ACETABULAR CUP PROCOTYL L BEADED COATED S.52 GROUP E
72918497;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06214 - ACETABULAR CUP PROCOTYL L BEADED COATED S.54 GROUP E
72918500;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06216 - ACETABULAR CUP PROCOTYL L BEADED COATED S.56 GROUP F
72918519;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06218 - ACETABULAR CUP PROCOTYL L BEADED COATED S.58 GROUP F
72918527;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06220 - ACETABULAR CUP PROCOTYL L BEADED COATED S.60 GROUP G
72918535;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06222 - ACETABULAR CUP PROCOTYL L BEADED COATED S.62 GROUP G
72918543;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06224 - ACETABULAR CUP PROCOTYL L BEADED COATED S.64 GROUP G
72918551;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06226 - ACETABULAR CUP PROCOTYL L BEADED COATED S.66 GROUP G
72918560;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA06228 - ACETABULAR CUP PROCOTYL L BEADED COATED S.68 GROUP G
72918578;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04604 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 0° SIZE 28 GROUP B
72918586;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04606 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 0° SIZE 28 GROUP C
72918594;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04608 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 0° SIZE 32 GROUP D
72918608;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04610 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 0° SIZE 32 GROUP E
72918616;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04612 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 0° SIZE 36 GROUP F
72918624;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04614 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 0° SIZE 36 GROUP G
72918632;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04654 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 15° SIZE 28 GROUP B
72918640;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04656 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 15° SIZE 28 GROUP C
72918659;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04658 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 15° SIZE 32 GROUP D
72918667;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04660 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 15° SIZE 32 GROUP E
72918675;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04662 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 15° SIZE 36 GROUP F
72918683;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04664 - RIM-LOCK A-CLASS ACETABULAR POLY LINER 15° SIZE 36 GROUP G
72918691;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04402 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 28 S
72918705;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04404 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 28 M
72918713;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04406 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 28 L
72918721;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04408 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 32 S
72918730;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04410 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 32 M
72918748;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04412 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 32 L
72918756;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04414 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 36 S
72918764;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04416 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 36 M
72918772;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04418 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 36 L
72918780;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04420 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 40 S
72918799;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04422 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 40 M
72918802;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - PHA04424 - FEMORAL HEAD BIOLOX DELTA CERAMIC 12/14 - 40 L
72918810;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - 18080300 - CANCELLOUS 6.5MM SELF-TAPPING BONE SCREW 1.5cm LENGTH
72918829;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - 18080301 - CANCELLOUS 6.5MM SELF-TAPPING BONE SCREW 2.0cm LENGTH
72918837;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - 18080302 - CANCELLOUS SELF-TAPPING 6.5MM BONE SCREW 2.5cm LENGTH
72918845;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - 18080303 - CANCELLOUS SELF-TAPPING 6.5MM BONE SCREW 3.0cm LENGTH
72918853;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - 18080304 - CANCELLOUS SELF-TAPPING 6.5MM BONE SCREW 3.5cm LENGTH
72918861;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - 18080305 - CANCELLOUS SELF-TAPPING 6.5MM BONE SCREW 4.0cm LENGTH
72918870;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - 18080306 - CANCELLOUS SELF-TAPPING 6.5MM BONE SCREW 4.5cm LENGTH
72918888;Sistema Acetabular PROCOTYL L com Inserto de Polietileno - 18080307 - CANCELLOUS SELF-TAPPING 6.5MM BONE SCREW 5.0cm LENGTH
72952628;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS
72952636;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2512
72952644;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2515
72952652;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2518
72952660;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2521
72952679;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2524
72952687;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2529
72952695;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2533
72952709;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2536
72952717;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2712
72952725;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2715
72952733;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2718
72952741;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2721
72952750;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2724
72952768;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2729
72952776;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2733
72952784;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2736
72952792;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3012
72952806;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3015
72952814;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3018
72952822;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3021
72952830;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3024
72952849;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3029
72952857;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3033
72952865;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3036
72952873;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3512
72952881;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3515
72952890;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3518
72952903;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3521
72952911;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3524
72952920;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3529
72952938;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3533
72952946;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP3536
72952954;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP4012
72952962;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP4015
72952970;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP4018
72952989;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP4021
72952997;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP4024
72953004;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP4029
72953012;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP4033
72953020;STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP4036
72957824;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina
72957832;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2213
72957840;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2216
72957859;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2218
72957867;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2221
72957875;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2223
72957883;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2226
72957891;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2229
72957905;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2513
72957913;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2516
72957921;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2518
72957930;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2521
72957948;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2523
72957956;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2526
72957964;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2529
72957972;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2531
72957980;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2533
72957999;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2713
72958006;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2716
72958014;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2718
72958022;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2721
72958030;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2723
72958049;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2726
72958057;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2729
72958065;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2731
72958073;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2733
72958081;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2735
72958090;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV2738
72958103;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3013
72958111;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3016
72958120;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3018
72958138;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3021
72958146;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3023
72958154;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3026
72958162;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3029
72958170;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3031
72958189;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3033
72958197;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3035
72958200;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3038
72958219;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3513
72958227;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3516
72958235;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3518
72958243;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3521
72958251;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3523
72958260;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3526
72958278;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3529
72958286;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3531
72958294;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3533
72958308;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3535
72958316;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV3538
72958324;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4013
72958332;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4016
72958340;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4018
72958359;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4021
72958367;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4023
72958375;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4026
72958383;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4029
72958391;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4031
72958405;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4033
72958413;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4035
72958421;Firehawk - Stent Coronário com Liberação Localizada de Rapamicina - RV4038
72961422;Liners de Cerâmica MectaCer BIOLOX Delta
72961430;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.401 - Liner de cerâmica Ø 28 / A
72961449;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.402 - Liner de cerâmica Ø 28 / B
72961457;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.403 - Liner de cerâmica Ø 28 / C
72961465;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.404 - Liner de cerâmica Ø 28 / D
72961473;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.405 - Liner de cerâmica Ø 28 / E
72961481;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.406 - Liner de cerâmica Ø 28 / F
72961490;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.407 - Liner de cerâmica Ø 28 / G
72961503;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.408 - Liner de cerâmica Ø 32 / C
72961511;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.409 - Liner de cerâmica Ø 32 / D
72961520;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.410 - Liner de cerâmica Ø 32 / E
72961538;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.411 - Liner de cerâmica Ø 32 / F
72961546;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.412 - Liner de cerâmica Ø 32 / G
72961554;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.413 - Liner de cerâmica Ø 36 / E
72961562;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.414 - Liner de cerâmica Ø 36 / F
72961570;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.415 - Liner de cerâmica Ø 36 / G
72961589;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.416 - Liner de cerâmica Ø 40 / F
72961597;Liners de Cerâmica MectaCer BIOLOX Delta - 01.29.417 - Liner de cerâmica Ø 40 / G
73033413;HASTES PARA ARTROPLASTIA DE QUADRIL
73033421;HASTES PARA ARTROPLASTIA DE QUADRIL - 04.30.98.00010 - Prótese Femoral - Micro Porous II PS SC - Cone 12/14 - 10mm - T -
73033430;HASTES PARA ARTROPLASTIA DE QUADRIL - 04.30.98.00011 - Prótese Femoral - Micro Porous II PS SC - Cone 12/14 - 11mm - T -
73033448;HASTES PARA ARTROPLASTIA DE QUADRIL - 04.30.98.00012 - Prótese Femoral - Micro Porous II PS SC - Cone 12/14 - 12mm - T -
73033456;HASTES PARA ARTROPLASTIA DE QUADRIL - 04.30.98.00013 - Prótese Femoral - Micro Porous II PS SC - Cone 12/14 - 13mm - T -
73033464;HASTES PARA ARTROPLASTIA DE QUADRIL - 04.30.98.00014 - Prótese Femoral - Micro Porous II PS SC - Cone 12/14 - 14mm - T -
73033472;HASTES PARA ARTROPLASTIA DE QUADRIL - 04.30.98.00015 - Prótese Femoral - Micro Porous II PS SC - Cone 12/14 - 15mm - T -
73033480;HASTES PARA ARTROPLASTIA DE QUADRIL - 04.30.98.00016 - Prótese Femoral - Micro Porous II PS SC - Cone 12/14 - 16mm - T -
73033499;HASTES PARA ARTROPLASTIA DE QUADRIL - 04.30.98.00017 - Prótese Femoral - Micro Porous II PS SC - Cone 12/14 - 17mm - T -
73039632;Prótese Total de Joelho Unity
73039640;Prótese Total de Joelho Unity - 112.001.42 - Componente femoral Unity PS esquerdo Tamanho 1
73039659;Prótese Total de Joelho Unity - 112.001.44 - Componente femoral Unity PS esquerdo Tamanho 2
73039667;Prótese Total de Joelho Unity - 112.001.46 - Componente femoral Unity PS esquerdo Tamanho 3
73039675;Prótese Total de Joelho Unity - 112.001.48 - Componente femoral Unity PS esquerdo Tamanho 4
73039683;Prótese Total de Joelho Unity - 112.001.50 - Componente femoral Unity PS esquerdo Tamanho 5
73039691;Prótese Total de Joelho Unity - 112.001.52 - Componente femoral Unity PS esquerdo Tamanho 6
73039705;Prótese Total de Joelho Unity - 112.001.54 - Componente femoral Unity PS esquerdo Tamanho 7
73039713;Prótese Total de Joelho Unity - 112.001.56 - Componente femoral Unity PS esquerdo Tamanho 8
73039721;Prótese Total de Joelho Unity - 112.001.58 - Componente femoral Unity PS esquerdo Tamanho 9
73039730;Prótese Total de Joelho Unity - 112.001.62 - Componente femoral Unity PS direito Tamanho 1
73039748;Prótese Total de Joelho Unity - 112.001.64 - Componente femoral Unity PS direito Tamanho 2
73039756;Prótese Total de Joelho Unity - 112.001.66 - Componente femoral Unity PS direito Tamanho 3
73039764;Prótese Total de Joelho Unity - 112.001.68 - Componente femoral Unity PS direito Tamanho 4
73039772;Prótese Total de Joelho Unity - 112.001.70 - Componente femoral Unity PS direito Tamanho 5
73039780;Prótese Total de Joelho Unity - 112.001.72 - Componente femoral Unity PS direito Tamanho 6
73039799;Prótese Total de Joelho Unity - 112.001.74 - Componente femoral Unity PS direito Tamanho 7
73039802;Prótese Total de Joelho Unity - 112.001.76 - Componente femoral Unity PS direito Tamanho 8
73039810;Prótese Total de Joelho Unity - 112.001.78 - Componente femoral Unity PS direito Tamanho 9
73039829;Prótese Total de Joelho Unity - 112.016.02 - Inserto tibial PS tamanho 1 9 mm de espessura
73039837;Prótese Total de Joelho Unity - 112.016.03 - Inserto tibial PS tamanho 1 10 mm de espessura
73039845;Prótese Total de Joelho Unity - 112.016.04 - Inserto tibial PS tamanho 1 11 mm de espessura
