Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
40304647;Tripanossoma, pesquisa;2009-02-13;;2010-10-15
40304655;Tromboelastograma  - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304663;Alfa-2antiplasmina, teste funcional;2009-02-13;;2010-10-15
40304671;Anticorpo antimieloperoxidase, MPO - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304680;Fator VII - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304698;Fator XIII, dosagem, teste funcional;2009-02-13;;2010-10-15
40304701;Imunofenotipagem para doença residual mínima (*);2009-02-13;;2010-10-15
40304710;Imunofenotipagem para hemoglobinúria paroxistica noturna (*);2009-02-13;;2010-10-15
40304728;Imunofenotipagem para leucemias agudas ou sindrome mielodisplásica (*);2009-02-13;;2010-10-15
40304736;Imunofenotipagem para linfoma não hodgkin / sindrome linfoproliferativa crônica (*);2009-02-13;;2010-10-15
40304744;Imunofenotipagem para perfil imune (*);2009-02-13;;2010-10-15
40304752;Fator IX, dosagem do inibidor;2009-02-13;;2010-10-15
40304760;Inibidor dos fatores da hemostasia, triagem;2009-02-13;;2010-10-15
40304779;Produtos de degradação da fibrina, quantitativo - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304787;Proteína S livre, dosagem;2009-02-13;;2010-10-15
40304795;Células LE - pesquisa e/ou dosagem;2009-02-13;2017-07-09;2010-10-15
40304809;Consumo de protrombina - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304817;Enzimas eritrocitárias, rastreio para deficiência;2009-02-13;;2010-10-15
40304825;Esplenograma (citologia);2009-02-13;;2010-10-15
40304833;Hemoglobina instabilidade a 37 graus C - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304841;Hemoglobina, solubilidade (HbS e HbD) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304850;Hemoglobinopatia - triagem (El.HB., hemoglob. fetal. reticulócitos, corpos de H, T. falcização hemácias, resist. osmótica, termo estabilidade);2009-02-13;;2010-10-15
40304868;Estreptozima - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304876;Sulfo-hemoglobina, determinação da;2009-02-13;;2010-10-15
40304884;Coombs indireto;2009-02-13;;2010-10-15
40304892;Mielograma;2009-02-13;;2010-10-15
40304906;Dímero D - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304914;Tempo de sangramento (Duke) - determinação;2009-02-13;;2010-10-15
40304922;Coagulograma (TS, TC, prova do laço, retração do coágulo, contagem de plaquetas, tempo de protombina, tempo de tromboplastina, parcial ativado) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40304930;Baço, exame de esfregaço de aspirado;2009-02-13;;2010-10-15
40304949;Linfonodo, exame de esfregaço de aspirado;2009-02-13;;2010-10-15
40304957;Adenograma (inclui hemograma);2009-02-13;;2010-10-15
40304965;Alfa 1 anti tripsina, fenotipagem;2009-02-13;;2010-10-15
40304973;Alfa talassemia anal molecular sangue;2009-02-13;;2010-10-15
40304981;Analisador da função plaquetaria PFA-100;2009-02-13;;2010-10-15
40305015;1,25-dihidroxi vitamina D - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305040;17-cetogênicos (17-CGS) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305058;17-cetogênicos cromatografia - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305066;17-cetosteróides (17-CTS) - cromatografia - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305074;17-cetosteróides relação alfa/beta - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305082;17-cetosteróides totais (17-CTS) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305090;17-hidroxipregnenolona - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305112;Ácido 5 hidróxi indol acético, dosagem na urina;2009-02-13;;2010-10-15
40305120;Ácido homo vanílico - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305163;AMP cíclico - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305210;Cortisol livre - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305228;Curva glicêmica (6 dosagens) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305236;Curva insulínica  (6 dosagens) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305279;Dosagem de receptor de progesterona ou de estrogênio;2009-02-13;;2010-10-15
40305287;Enzima conversora da angiotensina (ECA) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305295;Eritropoietina - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305341;Gad-Ab-antidescarboxilase do ácido - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305368;Glucagon, dosagem;2009-02-13;;2010-10-15
40305384;Hormônio antidiurético (vasopressina) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305406;"IGF BP3 (proteína ligadora dos fatores de crescimento ""insulin-like"") - pesquisa e/ou dosagem";2009-02-13;;2010-10-15
40305422;Leptina - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305449;N-telopeptídeo - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305465;Paratormônio - PTH ou fração (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305490;Piridinolina - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305503;Pregnandiol - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305511;Pregnantriol - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305546;Prova do LH-Rh, dosagem do FSH sem fornecimento de medicamento (cada);2009-02-13;;2010-10-15
40305554;Prova do LH-Rh, dosagem do LH sem fornecimento de medicamento (cada);2009-02-13;;2010-10-15
40305562;Prova do TRH-HPR, dosagem do HPR sem fornecimento do material (cada);2009-02-13;;2010-10-15
40305570;Prova do TRH-TSH, dosagem do TSH sem fornecimento do material (cada);2009-02-13;;2010-10-15
40305589;Prova para diabete insípido (restrição hídrica  NaCL 3% vasopressina);2009-02-13;;2010-10-15
40305597;Estrogênios totais (fenolesteróides) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305600;Iodo protéico (PBI) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305619;Lactogênico placentário hormônio - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305627;Provas de função tireoideana (T3, T4, índices e TSH);2009-02-13;;2010-10-15
40305635;Somatotrófico coriônico (HCS ou PHL) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305740;11-desoxicorticosterona - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305759;Hormônio gonodotrofico corionico qualitativo (HCG-Beta-HCG) - pesquisa;2009-02-13;;2010-10-15
40305767;Hormônio gonodotrofico corionico quantitativo (HCG-Beta-HCG) - dosagem;2009-02-13;;2010-10-15
40305775;Macroprolactina - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40305783;17-hidroxicorticosteróides (17-OHS) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306011;Adenovírus, IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306020;Adenovírus, IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306046;Anticandida - IgG e IgM (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306054;Anti-actina - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306062;Anti-DNA - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306070;Anti-JO1 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306089;Anti-LA/SSB - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306097;Anti-LKM-1 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306100;Anti-RNP - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306119;Anti-Ro/SSA - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306127;Anti-Sm - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306135;Anticardiolipina - IgA - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306143;Anticardiolipina - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306151;Anticardiolipina - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306160;Anticentrômero - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306178;Anticorpo anti-DNAse B - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306186;Anticorpo anti-hormônio do crescimento - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306194;Anticorpo antivírus da hepatite E (total) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306208;Anticorpos anti-ilhota de langherans - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306216;Anticorpos anti-influenza A,  IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306224;Anticorpos anti-influenza A,  IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306232;Anticorpos anti-influenza B, IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306240;Anticorpos anti-influenza B, IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306259;Anticorpos antiendomisio - IgG, IgM, IgA (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306267;Anticorpos naturais - isoaglutininas, pesquisas;2009-02-13;;2010-10-15
40306275;Anticorpos naturais - isoaglutininas, titulagem;2009-02-13;;2010-10-15
40306283;Anticortex supra-renal - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306291;Antiescleroderma (SCL 70) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306305;Antigliadina (glúten) - IgA - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306313;Antigliadina (glúten) - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306321;Antigliadina (glúten) - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306330;Antimembrana basal - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306348;Antimicrossomal - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306356;Antimitocondria - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306364;Antimitocondria, M2 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306372;Antimúsculo cardíaco - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306380;Antimúsculo estriado - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306399;Antimúsculo liso - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306402;Antineutrófilos (anca)  C - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306410;Antineutrófilos (anca)  P - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306429;Antiparietal - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306437;Antiperoxidase tireoideana - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306445;Aslo - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306453;Aspergilus, reação sorológica;2009-02-13;;2010-10-15
40306461;Avidez de IgG para toxoplasmose, citomegalia, rubéloa, EB e outros, cada - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306470;Beta-2-microglobulina - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306488;Biotinidase atividade da, qualitativo - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306496;Blastomicose, reação sorológica;2009-02-13;;2010-10-15
40306500;Brucela - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306518;Brucela - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306526;Brucela, prova rápida;2009-02-13;;2010-10-15
40306534;C1q - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306542;C3 proativador - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306550;C3A (fator B) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306569;CA 50 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306577;CA-242 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306585;CA-27-29 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306593;Caxumba, IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306607;Caxumba, IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306615;Chagas IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306623;Chagas IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306631;Chlamydia - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306640;Chlamydia - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306658;Cisticercose, AC - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306666;Citomegalovírus IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306674;Citomegalovírus IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306682;Clostridium difficile, toxina A - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306690;Complemento C2 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306704;Complemento C3 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306712;Complemento C4 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306720;Complemento C5 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306739;Complemento CH-100 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306747;Complemento CH-50 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306755;Crio-aglutinina, globulina, dosagem, cada;2009-02-13;;2010-10-15
40306763;Crio-aglutinina, globulina, pesquisa, cada;2009-02-13;;2010-10-15
40306771;Cross match (prova cruzada de histocompatibilidade para transplante renal);2009-02-13;;2010-10-15
40306780;"Cultura ou estimulação dos linfócitos ""in vitro"" por concanavalina, PHA ou pokweed";2009-02-13;;2010-10-15
40306798;Dengue - IgG e IgM (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306801;Echovírus (painel) sorologia para;2009-02-13;;2010-10-15
40306810;Equinococose (Hidatidose), reação sorológica;2009-02-13;;2010-10-15
40306828;Equinococose, IDR - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306836;Esporotricose, reação sorológica;2009-02-13;;2010-10-15
40306844;Esporotriquina, IDR - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306852;Fator antinúcleo, (FAN) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306860;Fator reumatóide, quantitativo - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306879;Filaria sorologia - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306887;Genotipagem do sistema HLA;2009-02-13;;2010-10-15
40306895;Giardia, reação sorológica;2009-02-13;;2010-10-15
40306909;Helicobacter pylori - IgA - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306917;Helicobacter pylori - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306925;Helicobacter pylori - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306933;Hepatite A - HAV - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306941;Hepatite A - HAV - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306950;Hepatite B - HBCAC - IgG (anti-core IgG ou Acoreg) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306968;Hepatite B - HBCAC - IgM (anti-core IgM ou Acorem) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306976;Hepatite B - HBeAC (anti HBE) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40306984;"Hepatite B - HBeAG (antígeno ""E"") - pesquisa e/ou dosagem";2009-02-13;;2010-10-15
40306992;Hepatite B - HBSAC (anti-antígeno de superfície) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307018;Hepatite B - HBSAG (AU, antígeno austrália) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307026;Hepatite C - anti-HCV - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307034;Hepatite C - anti-HCV - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307042;Hepatite C - imunoblot - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307050;Hepatite delta, anticorpo IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307069;Hepatite delta, anticorpo IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307077;Hepatite delta, antígeno - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307085;Herpes simples - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307093;Herpes simples - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307107;Herpes zoster - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307115;Herpes zoster - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307123;Hipersensibilidade retardada (intradermo reação IDeR ) candidina, caxumba, estreptoquinase-dornase, PPD, tricofitina, vírus vacinal, outro(s), cada;2009-02-13;;2010-10-15
40307131;Histamina, dosagem;2009-02-13;;2010-10-15
40307140;Histona - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307158;Histoplasmose, reação sorológica;2009-02-13;;2010-10-15
40307166;HIV - antígeno P24 - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307174;HIV1 ou HIV2, pesquisa de anticorpos;2009-02-13;;2010-10-15
40307182;HIV1+ HIV2, (determinação conjunta), pesquisa de anticorpos;2009-02-13;;2010-10-15
40307190;HLA-DR - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307204;HLA-DR+DQ - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307212;HTLV1 ou HTLV2 pesquisa de anticorpo (cada);2009-02-13;;2010-10-15
40307220;IgA - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307239;IgA na saliva - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307247;IgD - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307255;IgE, grupo específico, cada - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307263;IgE, por alérgeno (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307271;IgE, total - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307280;IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307298;IgG, subclasses 1,2,3,4 (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307301;IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307310;Imunocomplexos circulantes - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307328;Imunocomplexos circulantes, com células Raji - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307336;Imunoeletroforese (estudo da gamopatia) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307344;Inibidor de C1 esterase - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307352;Isospora, pesquisa de antígeno - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307360;Ito (cancro mole), IDeR - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307379;Kveim (sarcoidose), IDeR - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307387;Legionella - IgG e IgM (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307395;Leishmaniose - IgG e IgM (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307409;Leptospirose - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307417;Leptospirose - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307425;Leptospirose, aglutinação - pesquisa;2009-02-13;;2010-10-15
40307433;"Linfócitos T ""helper"" contagem de (IF com OKT-4) (CD-4+) citometria de fluxo";2009-02-13;;2010-10-15
40307441;Linfócitos T supressores contagem de (IF com OKT-8) (D-8) citometria de fluxo;2009-02-13;;2010-10-15
40307450;Listeriose, reação sorológica;2009-02-13;;2010-10-15
40307468;Lyme - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307476;Lyme - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307484;Malária - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307492;Malária - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307506;Mantoux, IDeR;2009-02-13;;2010-10-15
40307514;MCA (antígeno cárcino-mamário) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307522;Micoplasma pneumoniae - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307530;Micoplasma pneumoniae - IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307565;Mononucleose - Epstein BARR - IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307573;Mononucleose, anti-VCA (EBV) IgG - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307581;Mononucleose, anti-VCA (EBV) IgM - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307590;Montenegro, IDeR;2009-02-13;;2010-10-15
40307603;Outros testes bioquímicos para determinação do risco fetal (cada);2009-02-13;;2010-10-15
40307611;Parvovírus - IgG, IgM (cada) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
40307620;Peptídio intestinal vasoativo, dosagem;2009-02-13;;2010-10-15
40307638;PPD (tuberculina), IDeR;2009-02-13;;2010-10-15
40307654;Proteína C, teste imunológico;2009-02-13;;2010-10-15
40307662;Proteína eosinofílica catiônica (ECP) - pesquisa e/ou dosagem;2009-02-13;;2010-10-15
