cd_procedimento,termo,categoria
90399846,EVOZAR,N. I.
90399919,EVOTAXEL,Masculino
90399919,EVOTAXEL,Feminino
90399919,EVOTAXEL,N. I.
90400038,EVODAZIN,Masculino
90400038,EVODAZIN,Feminino
90400038,EVODAZIN,N. I.
90400062,EVOFLUBINA,Masculino
90400062,EVOFLUBINA,Feminino
90400062,EVOFLUBINA,N. I.
90406028,DAUNOBLASTINA,Masculino
90406028,DAUNOBLASTINA,Feminino
90406028,DAUNOBLASTINA,N. I.
90413644,TEMOZOLOMIDA,Masculino
90413644,TEMOZOLOMIDA,Feminino
90413644,TEMOZOLOMIDA,N. I.
90419006,ARAZABI,Masculino
90419006,ARAZABI,Feminino
90419006,ARAZABI,N. I.
90421558,HUMIRA,Masculino
90421558,HUMIRA,Feminino
90421558,HUMIRA,N. I.
90422651,ENBREL PFS,Masculino
90422651,ENBREL PFS,Feminino
90422651,ENBREL PFS,N. I.
90423658,BRENZYS,Masculino
90423658,BRENZYS,Feminino
90423658,BRENZYS,N. I.
90423780,LETROZOL,Masculino
90423780,LETROZOL,Feminino
90423780,LETROZOL,N. I.
90426045,DOCELIBBS,Masculino
90426045,DOCELIBBS,Feminino
90426045,DOCELIBBS,N. I.
90442326,FAULDLEUCO,Masculino
90442326,FAULDLEUCO,Feminino
90442326,FAULDLEUCO,N. I.
90449428,CLORIDRATO DE DOXORRUBICINA,Masculino
90449428,CLORIDRATO DE DOXORRUBICINA,Feminino
90449428,CLORIDRATO DE DOXORRUBICINA,N. I.
90450019,HALAVEN,Masculino
90450019,HALAVEN,Feminino
90450019,HALAVEN,N. I.
90450485,BONAR,Masculino
90450485,BONAR,Feminino
90450485,BONAR,N. I.
90487478,ELOXATIN,Masculino
90487478,ELOXATIN,Feminino
90487478,ELOXATIN,N. I.
30101166,Correção de deformidades nos membros com utilização de implantes,Masculino
30101166,Correção de deformidades nos membros com utilização de implantes,Feminino
30101166,Correção de deformidades nos membros com utilização de implantes,N. I.
30101883,Tratamento de escaras ou ulcerações com retalhos miocutâneos ou musculares,Masculino
30101883,Tratamento de escaras ou ulcerações com retalhos miocutâneos ou musculares,Feminino
30101883,Tratamento de escaras ou ulcerações com retalhos miocutâneos ou musculares,N. I.
30207010,Redução de fratura do malar (sem fixação),Masculino
30207010,Redução de fratura do malar (sem fixação),Feminino
30207010,Redução de fratura do malar (sem fixação),N. I.
30210038,"Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização",Masculino
30210038,"Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização",Feminino
30210038,"Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização",N. I.
30602343,Linfadenectomia por incisão extra-axilar,Masculino
30602343,Linfadenectomia por incisão extra-axilar,Feminino
30602343,Linfadenectomia por incisão extra-axilar,N. I.
30701066,Digitais (da face volar e látero-cubital dos dedos médio e anular da mão) - transplantes cutâneos,Masculino
30701066,Digitais (da face volar e látero-cubital dos dedos médio e anular da mão) - transplantes cutâneos,Feminino
30701066,Digitais (da face volar e látero-cubital dos dedos médio e anular da mão) - transplantes cutâneos,N. I.
30717159,Revisão cirúrgica de prótese de ombro,Masculino
30717159,Revisão cirúrgica de prótese de ombro,Feminino
30717159,Revisão cirúrgica de prótese de ombro,N. I.
30722225,Centralização da ulna (tratamento da mão torta radial),Masculino
30722225,Centralização da ulna (tratamento da mão torta radial),Feminino
30722225,Centralização da ulna (tratamento da mão torta radial),N. I.
30722233,Contratura isquêmica de mão - tratamento cirúrgico,Masculino
30722233,Contratura isquêmica de mão - tratamento cirúrgico,Feminino
30722233,Contratura isquêmica de mão - tratamento cirúrgico,N. I.
30722659,Reconstrução do polegar com retalho ilhado osteocutâneo antebraquial,Masculino
30722659,Reconstrução do polegar com retalho ilhado osteocutâneo antebraquial,Feminino
30722659,Reconstrução do polegar com retalho ilhado osteocutâneo antebraquial,N. I.
30724074,Artroplastia de ressecção do quadril (Girdlestone) - tratamento cirúrgico,Masculino
30724074,Artroplastia de ressecção do quadril (Girdlestone) - tratamento cirúrgico,Feminino
30724074,Artroplastia de ressecção do quadril (Girdlestone) - tratamento cirúrgico,N. I.
30727014,Alongamento / transporte ósseo / pseudoartrose com fixador externo - perna,Masculino
30727014,Alongamento / transporte ósseo / pseudoartrose com fixador externo - perna,Feminino
30727014,Alongamento / transporte ósseo / pseudoartrose com fixador externo - perna,N. I.
30727090,Epifisiodese de tíbia/fíbula - tratamento cirúrgico,Masculino
30727090,Epifisiodese de tíbia/fíbula - tratamento cirúrgico,Feminino
30727090,Epifisiodese de tíbia/fíbula - tratamento cirúrgico,N. I.
30732018,Curetagem ou ressecção em bloco de tumor com reconstrução e enxerto vascularizado,Masculino
30732018,Curetagem ou ressecção em bloco de tumor com reconstrução e enxerto vascularizado,Feminino
30732018,Curetagem ou ressecção em bloco de tumor com reconstrução e enxerto vascularizado,N. I.
30801060,Ressecção de tumor traqueal,Masculino
30801060,Ressecção de tumor traqueal,Feminino
30801060,Ressecção de tumor traqueal,N. I.
30804191,Ressecção de tumor da pleura localizado por vídeo,Masculino
30804191,Ressecção de tumor da pleura localizado por vídeo,Feminino
30804191,Ressecção de tumor da pleura localizado por vídeo,N. I.
30804213,Tratamento operatório da hemorragia intrapleural por  vídeo,Masculino
30804213,Tratamento operatório da hemorragia intrapleural por  vídeo,Feminino
30804213,Tratamento operatório da hemorragia intrapleural por  vídeo,N. I.
30805139,Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica),Masculino
30805139,Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica),Feminino
30805139,Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica),N. I.
30906415,Revascularização aorto-femoral - unilateral,Masculino
30906415,Revascularização aorto-femoral - unilateral,Feminino
30906415,Revascularização aorto-femoral - unilateral,N. I.
30917034,"Cardiotomia (ferimento, corpo estranho, exploração)",Masculino
30917034,"Cardiotomia (ferimento, corpo estranho, exploração)",Feminino
30917034,"Cardiotomia (ferimento, corpo estranho, exploração)",N. I.
31002072,Gastrectomia parcial com vagotomia,Masculino
31002072,Gastrectomia parcial com vagotomia,Feminino
31002072,Gastrectomia parcial com vagotomia,N. I.
31002129,Gastrectomia total via abdominal,Masculino
31002129,Gastrectomia total via abdominal,Feminino
31002129,Gastrectomia total via abdominal,N. I.
31002331,Gastrectomia total com linfadenectomia por videolaparoscopia,Masculino
31002331,Gastrectomia total com linfadenectomia por videolaparoscopia,Feminino
31002331,Gastrectomia total com linfadenectomia por videolaparoscopia,N. I.
31003028,Amputação do reto por procidência,Masculino
31003028,Amputação do reto por procidência,Feminino
31003028,Amputação do reto por procidência,N. I.
31003184,Colectomia total com íleo-reto-anastomose,Masculino
31003184,Colectomia total com íleo-reto-anastomose,Feminino
31003184,Colectomia total com íleo-reto-anastomose,N. I.
31003575,Amputação abdômino-perineal do reto (completa) por videolaparoscopia,Masculino
31003575,Amputação abdômino-perineal do reto (completa) por videolaparoscopia,Feminino
31003575,Amputação abdômino-perineal do reto (completa) por videolaparoscopia,N. I.
31003702,Esvaziamento pélvico anterior ou posterior por videolaparoscopia,Masculino
31003702,Esvaziamento pélvico anterior ou posterior por videolaparoscopia,Feminino
31003702,Esvaziamento pélvico anterior ou posterior por videolaparoscopia,N. I.
31004083,Estenose anal - tratamento cirúrgico (qualquer técnica),Masculino
31004083,Estenose anal - tratamento cirúrgico (qualquer técnica),Feminino
31004083,Estenose anal - tratamento cirúrgico (qualquer técnica),N. I.
31005039,Anastomose biliodigestiva intra-hepática,Masculino
31005039,Anastomose biliodigestiva intra-hepática,Feminino
31005039,Anastomose biliodigestiva intra-hepática,N. I.
31006051,Pancreatectomia corpo caudal com preservação do baço,Masculino
31006051,Pancreatectomia corpo caudal com preservação do baço,Feminino
31006051,Pancreatectomia corpo caudal com preservação do baço,N. I.
31006159,Biópsia de pâncreas por videolaparoscopia,Masculino
31006159,Biópsia de pâncreas por videolaparoscopia,Feminino
31006159,Biópsia de pâncreas por videolaparoscopia,N. I.
31101186,Nefrectomia radical unilateral,Masculino
31101186,Nefrectomia radical unilateral,Feminino
31101186,Nefrectomia radical unilateral,N. I.
31101542,Nefroureterectomia com ressecção vesical laparoscópica unilateral,Masculino
31101542,Nefroureterectomia com ressecção vesical laparoscópica unilateral,Feminino
31101542,Nefroureterectomia com ressecção vesical laparoscópica unilateral,N. I.
31104053,Divertículo uretral - tratamento cirúrgico,Masculino
31104053,Divertículo uretral - tratamento cirúrgico,Feminino
31104053,Divertículo uretral - tratamento cirúrgico,N. I.
31403042,Enxerto de nervo,Masculino
31403042,Enxerto de nervo,Feminino
31403042,Enxerto de nervo,N. I.
31403174,"Microcirurgia do plexo braquial com a exploração, neurólise e enxertos interfasciculares para reparo das lesões",Masculino
31403174,"Microcirurgia do plexo braquial com a exploração, neurólise e enxertos interfasciculares para reparo das lesões",Feminino
31403174,"Microcirurgia do plexo braquial com a exploração, neurólise e enxertos interfasciculares para reparo das lesões",N. I.
40202208,Diverticulotomia - aparelho digestivo,Masculino
40202208,Diverticulotomia - aparelho digestivo,Feminino
40202208,Diverticulotomia - aparelho digestivo,N. I.
40202607,Tamponamento de varizes do esôfago e estômago,Masculino
40202607,Tamponamento de varizes do esôfago e estômago,Feminino
40202607,Tamponamento de varizes do esôfago e estômago,N. I.
40202631,Tratamento endoscópico de hemoptise,Masculino
40202631,Tratamento endoscópico de hemoptise,Feminino
40202631,Tratamento endoscópico de hemoptise,N. I.
40503089,"Extração de DNA (osso), por amostra",Masculino
40503089,"Extração de DNA (osso), por amostra",Feminino
40503089,"Extração de DNA (osso), por amostra",N. I.
40813606,Embolização brônquica para tratamento de hemoptise,Masculino
40813606,Embolização brônquica para tratamento de hemoptise,Feminino
40813606,Embolização brônquica para tratamento de hemoptise,N. I.
71238670,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.5/13,Masculino
71238670,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.5/13,Feminino
71238670,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.5/13,N. I.
71238859,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.0/13,Masculino
71238859,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.0/13,Feminino
71238859,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.0/13,N. I.
71238948,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.5/13,Masculino
71238948,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.5/13,Feminino
71238948,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.5/13,N. I.
71239049,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 4.0/15,Masculino
71239049,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 4.0/15,Feminino
71239049,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 4.0/15,N. I.
71240640,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT25012X,Masculino
71240640,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT25012X,Feminino
71240640,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT25012X,N. I.
71240810,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT27514X,Masculino
71240810,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT27514X,Feminino
71240810,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT27514X,N. I.
71240942,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT40038X,Masculino
71240942,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT40038X,Feminino
71240942,RESOLUTE INTEGRITY - STENT CORONÁRIO COM ELUIÇÃO ZOTAROLIMUS - RSINT40038X,N. I.
71242988,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3011,Masculino
71242988,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3011,Feminino
71242988,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3011,N. I.
71242996,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3018,Masculino
71242996,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3018,Feminino
71242996,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3018,N. I.
71243054,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3518,Masculino
71243054,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3518,Feminino
71243054,SISTEMA DE STENT CORONÁRIO BIOMATRIX FLEX COM ELUIÇÃO DE FÁRMACO - BMX-3518,N. I.
71246649,XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT - XIENCE XPEDITION - 1070275-15,Masculino
71246649,XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT - XIENCE XPEDITION - 1070275-15,Feminino
71246649,XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT - XIENCE XPEDITION - 1070275-15,N. I.
71247181,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120250-12,Masculino
71247181,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120250-12,Feminino
71247181,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120250-12,N. I.
71247270,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120275-15,Masculino
71247270,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120275-15,Feminino
71247270,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120275-15,N. I.
71247505,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120350-12,Masculino
71247505,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120350-12,Feminino
71247505,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120350-12,N. I.
71247610,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120400-23,Masculino
71247610,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120400-23,Feminino
71247610,XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120400-23,N. I.
71521070,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92512 - Haste femoral sem rebordo não cimentada,Masculino
71521070,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92512 - Haste femoral sem rebordo não cimentada,Feminino
71521070,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92512 - Haste femoral sem rebordo não cimentada,N. I.
72403420,Resolute Onyx Stent Coronário de Troca Rápida - RONYX45012X,Masculino
72403420,Resolute Onyx Stent Coronário de Troca Rápida - RONYX45012X,Feminino
72403420,Resolute Onyx Stent Coronário de Troca Rápida - RONYX45012X,N. I.
72690879,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR25016,Masculino
72690879,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR25016,Feminino
72690879,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR25016,N. I.
72691212,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR35019,Masculino
72691212,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR35019,Feminino
72691212,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR35019,N. I.
72691247,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR35032,Masculino
72691247,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR35032,Feminino
72691247,SISTEMA DE STENT CORONÁRIO DE ELUIÇÃO DE SIROLIMUS METAFOR - MTR35032,N. I.
72695358,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35008,Masculino
72695358,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35008,Feminino
72695358,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35008,N. I.
72695412,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO27513,Masculino
72695412,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO27513,Feminino
72695412,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO27513,N. I.
72695420,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30013,Masculino
72695420,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30013,Feminino
72695420,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30013,N. I.
72695439,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35013,Masculino
72695439,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35013,Feminino
72695439,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35013,N. I.
72695528,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO40016,Masculino
72695528,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO40016,Feminino
72695528,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO40016,N. I.
72695587,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30019,Masculino
72695587,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30019,Feminino
72695587,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30019,N. I.
72695668,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30024,Masculino
72695668,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30024,Feminino
72695668,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO30024,N. I.
72695676,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35024,Masculino
72695676,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35024,Feminino
72695676,STENT CORONÁRIO DE ELUIÇÃO BIOMIME SIROLIMUS - BIO35024,N. I.
79630065,BIOMATRIX ALPHA  - BMX6-2214,Masculino
79630065,BIOMATRIX ALPHA  - BMX6-2214,Feminino
79630065,BIOMATRIX ALPHA  - BMX6-2214,N. I.
86000187,Blocos geminados de Clark – twinblock,Masculino
86000187,Blocos geminados de Clark – twinblock,Feminino
86000187,Blocos geminados de Clark – twinblock,N. I.
30207096,Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,Masculino
30207096,Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,Feminino
30207096,Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual,N. I.
30207193,"Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar",Masculino
30207193,"Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar",Feminino
30207193,"Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar",N. I.
30701155,Outros transplantes cutâneos,Masculino
30701155,Outros transplantes cutâneos,Feminino
30701155,Outros transplantes cutâneos,N. I.
30715202,Microcirurgia para tumores extra-intradurais,Masculino
30715202,Microcirurgia para tumores extra-intradurais,Feminino
30715202,Microcirurgia para tumores extra-intradurais,N. I.
30720010,Abaixamento miotendinoso no antebraço,Masculino
30720010,Abaixamento miotendinoso no antebraço,Feminino
30720010,Abaixamento miotendinoso no antebraço,N. I.
30803055,Drenagem tubular aberta de cavidade pulmonar,Masculino
30803055,Drenagem tubular aberta de cavidade pulmonar,Feminino
30803055,Drenagem tubular aberta de cavidade pulmonar,N. I.
30803080,Lobectomia pulmonar,Masculino
30803080,Lobectomia pulmonar,Feminino
30803080,Lobectomia pulmonar,N. I.
31103065,Cistectomia parcial,Masculino
31103065,Cistectomia parcial,Feminino
31103065,Cistectomia parcial,N. I.
31103367,Incontinência urinária - tratamento endoscópico (injeção),Masculino
31103367,Incontinência urinária - tratamento endoscópico (injeção),Feminino
31103367,Incontinência urinária - tratamento endoscópico (injeção),N. I.
31104215,Uretrostomia,Masculino
31104215,Uretrostomia,Feminino
31104215,Uretrostomia,N. I.
31206247,Reconstrução de pênis com enxerto - plástica total,Masculino
31206247,Reconstrução de pênis com enxerto - plástica total,Feminino
31206247,Reconstrução de pênis com enxerto - plástica total,N. I.
31306055,Reconstrução perineal com retalhos miocutâneos,Masculino
31306055,Reconstrução perineal com retalhos miocutâneos,Feminino
31306055,Reconstrução perineal com retalhos miocutâneos,N. I.
31307264,Ressecção ou ligadura laparoscópica de varizes pélvicas,Masculino
31307264,Ressecção ou ligadura laparoscópica de varizes pélvicas,Feminino
31307264,Ressecção ou ligadura laparoscópica de varizes pélvicas,N. I.
40814114,Litotripsia mecânica de cálculos renais orientada por RX ou US,Masculino
40814114,Litotripsia mecânica de cálculos renais orientada por RX ou US,Feminino
40814114,Litotripsia mecânica de cálculos renais orientada por RX ou US,N. I.
41501233,"Oximetria venosa, perfil",Masculino
41501233,"Oximetria venosa, perfil",Feminino
41501233,"Oximetria venosa, perfil",N. I.
50001183,Sessão em psicologia individual,Masculino
50001183,Sessão em psicologia individual,Feminino
50001183,Sessão em psicologia individual,N. I.
70301166,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92507 - Haste femoral sem rebordo não cimentada,Masculino
70301166,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92507 - Haste femoral sem rebordo não cimentada,Feminino
70301166,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92507 - Haste femoral sem rebordo não cimentada,N. I.
71238778,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.75/15,Masculino
71238778,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.75/15,Feminino
71238778,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.75/15,N. I.
71238816,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.75/30,Masculino
71238816,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.75/30,Feminino
71238816,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 2.75/30,N. I.
71238875,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.0/18,Masculino
71238875,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.0/18,Feminino
71238875,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 3.0/18,N. I.
71239081,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 4.0/30,Masculino
71239081,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 4.0/30,Feminino
71239081,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 4.0/30,N. I.
71239103,SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - Orsiro 4.0/40,Masculino
